,ele,times,hr,cad,lat,lon
1656,72.19999694824219,1656.0,143.0,84.0,49.24084486439824,-123.15296969376504
1657,72.19999694824219,1657.0,143.0,84.0,49.24084335565567,-123.15293499268591
1658,72.0,1658.0,143.0,85.0,49.240847462788224,-123.15290062688291
1659,71.80000305175781,1659.0,143.0,85.0,49.24085106700659,-123.15286726690829
1660,71.5999984741211,1660.0,143.0,84.0,49.24085324630141,-123.1528339907527
1661,71.5999984741211,1661.0,143.0,84.0,49.24085416831076,-123.15280113369226
1662,71.80000305175781,1662.0,143.0,85.0,49.240851402282715,-123.15277104265988
1663,71.80000305175781,1663.0,143.0,85.0,49.24084863625467,-123.15274061635137
1664,71.80000305175781,1664.0,142.0,85.0,49.24085014499724,-123.15271195024252
1665,71.80000305175781,1665.0,142.0,85.0,49.24085207283497,-123.152681523934
1666,71.5999984741211,1666.0,142.0,85.0,49.240853833034635,-123.15265285782516
1667,71.5999984741211,1667.0,142.0,85.0,49.2408503126353,-123.15262058749795
1668,71.4000015258789,1668.0,142.0,84.0,49.24084905534983,-123.15258974209428
1669,71.4000015258789,1669.0,142.0,84.0,49.240848049521446,-123.15255772322416
1670,71.4000015258789,1670.0,143.0,84.0,49.24084486439824,-123.15252310596406
1671,71.19999694824219,1671.0,143.0,84.0,49.24084377475083,-123.15248890779912
1672,71.19999694824219,1672.0,143.0,84.0,49.24084444530308,-123.1524573918432
1673,71.0,1673.0,143.0,84.0,49.24084377475083,-123.15242763608694
1674,70.80000305175781,1674.0,143.0,84.0,49.24084561876953,-123.1523966230452
1675,70.4000015258789,1675.0,143.0,84.0,49.2408434394747,-123.15236343070865
1676,70.19999694824219,1676.0,142.0,84.0,49.240842601284385,-123.15233199857175
1677,70.0,1677.0,141.0,85.0,49.2408402543515,-123.15229905769229
1678,69.80000305175781,1678.0,141.0,85.0,49.24083799123764,-123.15226770937443
1679,69.80000305175781,1679.0,141.0,85.0,49.240834806114435,-123.15223887562752
1680,69.5999984741211,1680.0,141.0,85.0,49.2408315371722,-123.15220518037677
1681,69.4000015258789,1681.0,141.0,85.0,49.24082541838288,-123.15217332914472
1682,69.4000015258789,1682.0,142.0,84.0,49.240821143612266,-123.1521413102746
1683,69.19999694824219,1683.0,142.0,84.0,49.240818126127124,-123.1521087884903
1684,69.0,1684.0,143.0,84.0,49.240815779194236,-123.15207685343921
1685,69.0,1685.0,143.0,84.0,49.240812258794904,-123.15204424783587
1686,68.80000305175781,1686.0,144.0,84.0,49.24081150442362,-123.15201122313738
1687,68.80000305175781,1687.0,143.0,84.0,49.24080287106335,-123.15197844989598
1688,68.80000305175781,1688.0,143.0,84.0,49.24079499207437,-123.15194886177778
1689,68.80000305175781,1689.0,143.0,84.0,49.24078568816185,-123.15191893838346
1690,68.80000305175781,1690.0,143.0,84.0,49.24077705480158,-123.15188951790333
1691,68.80000305175781,1691.0,142.0,84.0,49.240769762545824,-123.15185867249966
1692,69.19999694824219,1692.0,141.0,84.0,49.240758027881384,-123.15182883292437
1693,69.4000015258789,1693.0,141.0,84.0,49.24074805341661,-123.15180368721485
1694,69.5999984741211,1694.0,141.0,84.0,49.24074025824666,-123.15177669748664
1695,69.80000305175781,1695.0,140.0,84.0,49.240735061466694,-123.15174710936844
1696,70.0,1696.0,139.0,84.0,49.240732714533806,-123.15171550959349
1697,70.0,1697.0,139.0,84.0,49.2407329659909,-123.1516822334379
1698,69.80000305175781,1698.0,138.0,84.0,49.24073548056185,-123.1516473647207
1699,69.80000305175781,1699.0,137.0,84.0,49.24073732458055,-123.1516093108803
1700,70.0,1700.0,137.0,84.0,49.24073229543865,-123.15157486125827
1701,70.19999694824219,1701.0,138.0,85.0,49.2407260928303,-123.15154066309333
1702,70.5999984741211,1702.0,139.0,85.0,49.24071100540459,-123.1515059620142
1703,70.80000305175781,1703.0,139.0,85.0,49.240704383701086,-123.15147402696311
1704,71.19999694824219,1704.0,139.0,84.0,49.240696001797915,-123.15144091844559
1705,71.4000015258789,1705.0,139.0,84.0,49.24068653024733,-123.1514057982713
1706,71.5999984741211,1706.0,139.0,83.0,49.24068066291511,-123.15136916935444
